,n_A,n_B,noise_level,iteration,method,improvement
127,500,500,0.1,42,ols,0.010161069402866301
128,500,500,0.1,42,ridge,0.010445491203948148
129,500,500,0.1,43,lasso,-0.00039083955115634954
130,500,500,0.1,43,ols,0.016300890488279048
131,500,500,0.1,43,ridge,0.006145591274969451
132,500,500,0.1,44,lasso,0.0010910292334202491
133,500,500,0.1,44,ols,0.005652646371725002
134,500,500,0.1,44,ridge,0.0038668483734677498
135,500,500,0.1,45,lasso,6.773527217225004e-05
136,500,500,0.1,45,ols,-0.0024486942576734004
137,500,500,0.1,45,ridge,0.0001680288458954988
138,500,500,0.1,46,lasso,0.0016151525027773002
139,500,500,0.1,46,ols,0.027669443154303502
140,500,500,0.1,46,ridge,0.02629329382470555
141,500,500,0.1,47,lasso,0.0005868964725291041
142,500,500,0.1,47,ols,0.02506136010413605
143,500,500,0.1,47,ridge,0.01542121568295795
144,500,500,0.1,48,lasso,3.326414640695023e-05
145,500,500,0.1,48,ols,0.005642072135724751
146,500,500,0.1,48,ridge,0.0053710274250174
147,500,500,0.1,49,lasso,-0.00031899053019210014
148,500,500,0.1,49,ols,0.0048004598307348
149,500,500,0.1,49,ridge,0.010552046029096148
150,500,500,0.1,50,lasso,0.0009010680779481502
151,500,500,0.1,50,ols,0.003250801503292649
152,500,500,0.1,50,ridge,0.00279852209309135
153,500,500,0.1,51,lasso,0.00043407370793950003
154,500,500,0.1,51,ols,0.0321919287035522
155,500,500,0.1,51,ridge,0.02503305808169095
156,500,500,0.1,52,lasso,0.00031105467236235043
157,500,500,0.1,52,ols,0.0131210517195034
158,500,500,0.1,52,ridge,0.010298070472002801
159,500,500,0.1,53,lasso,0.001088162434625387
160,500,500,0.1,53,ols,0.027038790008668705
161,500,500,0.1,53,ridge,0.026566382182465202
162,500,500,0.1,54,lasso,0.00056137689172515
163,500,500,0.1,54,ols,0.0340121959752911
164,500,500,0.1,54,ridge,0.0321989901509531
165,500,500,0.1,55,lasso,0.00096496874592815
166,500,500,0.1,55,ols,0.027346043204330192
167,500,500,0.1,55,ridge,0.026953508357904252
168,500,500,0.1,56,lasso,0.000947263424321738
169,500,500,0.1,56,ols,0.005774216784913451
170,500,500,0.1,56,ridge,0.006059168316506299
171,500,500,0.1,57,lasso,-0.018165859717514502
172,500,500,0.1,57,ols,-0.024943368549065398
173,500,500,0.1,57,ridge,-0.0117494369111403
174,500,500,0.1,58,lasso,0.0011720685945856499
175,500,500,0.1,58,ols,0.0129951201631591
176,500,500,0.1,58,ridge,0.010278627256080149
177,500,500,0.1,59,lasso,-0.0006345874931963
178,500,500,0.1,59,ols,0.06913006776855779
179,500,500,0.1,59,ridge,0.05702747453997105
180,500,500,0.1,60,lasso,0.00232402686471475
181,500,500,0.1,60,ols,0.01275894474775975
182,500,500,0.1,60,ridge,0.026544290484072197
183,500,500,0.1,61,lasso,0.0007388366981460007
184,500,500,0.1,61,ols,0.0013880061073961504
185,500,500,0.1,61,ridge,0.0022645536356075495
186,500,500,0.1,62,lasso,0.0015411398390268
187,500,500,0.1,62,ols,0.08228131597753355
188,500,500,0.1,62,ridge,0.07585846976002439
189,500,500,0.1,63,lasso,0.0008315941907119
190,500,500,0.1,63,ols,0.022962488974768103
191,500,500,0.1,63,ridge,0.01939714351487355
192,500,500,0.1,64,lasso,0.0004118843720521499
193,500,500,0.1,64,ols,0.012737445072028349
194,500,500,0.1,64,ridge,0.009574984203140697
195,500,500,0.1,65,lasso,-0.00011106441932269995
196,500,500,0.1,65,ols,0.00713735540416075
197,500,500,0.1,65,ridge,0.007545606785605653
198,500,500,0.1,66,lasso,0.0009427829150568
199,500,500,0.1,66,ols,0.03266648016760321
200,500,500,0.1,66,ridge,0.02320556592448035
201,500,500,0.1,67,lasso,-0.15764183341411975
202,500,500,0.1,67,ols,0.5898196924505519
203,500,500,0.1,67,ridge,0.48208858549440736
204,500,500,0.1,68,lasso,0.0006515563560025013
205,500,500,0.1,68,ols,-0.00226341081554665
206,500,500,0.1,68,ridge,0.0058705461232641505
207,500,500,0.1,69,lasso,0.0009928586550430004
208,500,500,0.1,69,ols,0.019627675299370602
209,500,500,0.1,69,ridge,0.0126850268688755
210,500,500,0.1,70,lasso,0.00029408169926550083
211,500,500,0.1,70,ols,0.007518557811576649
212,500,500,0.1,70,ridge,0.0056977565814341005
213,500,500,0.1,71,lasso,0.0004247918189538994
214,500,500,0.1,71,ols,0.00867910550686845
215,500,500,0.1,71,ridge,0.0083042698656493
216,500,500,0.1,72,lasso,0.0009673040264407493
217,500,500,0.1,72,ols,0.07242540918796275
218,500,500,0.1,72,ridge,0.060093933282246395
219,500,500,0.1,73,lasso,0.0002636968332528503
220,500,500,0.1,73,ols,0.0039439763309414
221,500,500,0.1,73,ridge,0.0018338619919190005
222,500,500,0.1,74,lasso,0.0010117588156760998
223,500,500,0.1,74,ols,0.0310266661339407
224,500,500,0.1,74,ridge,0.025909854265328252
225,500,500,0.1,75,lasso,0.0027866608237859993
226,500,500,0.1,75,ols,0.027381288143665403
227,500,500,0.1,75,ridge,0.027944920315708298
228,500,500,0.1,76,lasso,0.0015821039421060501
229,500,500,0.1,76,ols,0.0021593914775674
230,500,500,0.1,76,ridge,0.0051338117393948
231,500,500,0.1,77,lasso,0.0016303957186059501
232,500,500,0.1,77,ols,0.01276444272013685
233,500,500,0.1,77,ridge,0.01613975415413925
234,500,500,0.1,78,lasso,0.0019727356095433496
235,500,500,0.1,78,ols,0.0274181304842349
236,500,500,0.1,78,ridge,0.03647582174061585
237,500,500,0.1,79,lasso,-0.00013971258408034958
238,500,500,0.1,79,ols,0.021185371370674853
239,500,500,0.1,79,ridge,0.023581353696752298
240,500,500,0.1,80,lasso,0.0008099822710359
241,500,500,0.1,80,ols,0.015044963946630251
242,500,500,0.1,80,ridge,0.016526798559579753
243,500,500,0.1,81,lasso,0.0009195970962898993
244,500,500,0.1,81,ols,0.01375790546364675
245,500,500,0.1,81,ridge,0.01823883902759675
246,500,500,0.1,82,lasso,-0.0020056042627061496
247,500,500,0.1,82,ols,0.005752546825564
248,500,500,0.1,82,ridge,0.00437108559887755
249,500,500,0.1,83,lasso,-4.142255214585001e-05
250,500,500,0.1,83,ols,0.059917081788906194
251,500,500,0.1,83,ridge,0.06520159184089264
252,500,500,0.1,84,lasso,0.00025792470352960033
253,500,500,0.1,84,ols,0.04451990873258975
254,500,500,0.1,84,ridge,0.049876591488030794
255,500,500,0.1,85,lasso,0.0
256,500,500,0.1,85,ols,0.0286719126386615
257,500,500,0.1,85,ridge,0.022698561963277297
258,500,500,0.1,86,lasso,0.0001407604409430995
259,500,500,0.1,86,ols,0.007664993550208599
260,500,500,0.1,86,ridge,0.007485556320389548
261,500,500,0.1,87,lasso,-0.00022128667330650003
262,500,500,0.1,87,ols,0.0021445403834594
263,500,500,0.1,87,ridge,0.0019437569237380503
264,500,500,0.1,88,lasso,0.0009347252220775502
265,500,500,0.1,88,ols,0.00450945364232175
266,500,500,0.1,88,ridge,0.009170859448458551
267,500,500,0.1,89,lasso,0.0013132069142730999
268,500,500,0.1,89,ols,0.09716799177003366
269,500,500,0.1,89,ridge,0.07773355132043541
270,500,500,0.1,90,lasso,0.0001470357937780999
271,500,500,0.1,90,ols,0.0044508042630241
272,500,500,0.1,90,ridge,0.0048841144494735
273,500,500,0.1,91,lasso,0.0003732529306800995
274,500,500,0.1,91,ols,0.0039327899792160476
275,500,500,0.1,91,ridge,0.0033244811375872
276,500,500,0.1,92,lasso,0.0010931086683125496
277,500,500,0.1,92,ols,0.0086507837350627
278,500,500,0.1,92,ridge,0.013625231928005698
279,500,500,0.1,93,lasso,-0.0054299623944821535
280,500,500,0.1,93,ols,-0.030470232416128604
281,500,500,0.1,93,ridge,0.0011985695136633486
282,500,500,0.1,94,lasso,0.0018746972222798467
283,500,500,0.1,94,ols,0.0075078812683607495
284,500,500,0.1,94,ridge,0.00843535328391405
285,500,500,0.1,95,lasso,0.00082134215991235
286,500,500,0.1,95,ols,0.052911895017674
287,500,500,0.1,95,ridge,0.03845157311109475
288,500,500,0.1,96,lasso,0.00034687737781135023
289,500,500,0.1,96,ols,0.00896980269571005
290,500,500,0.1,96,ridge,0.008155437406025099
291,500,500,0.1,97,lasso,0.0017285806063921498
292,500,500,0.1,97,ols,0.004540833523030851
293,500,500,0.1,97,ridge,0.0056222036560031
294,500,500,0.1,98,lasso,0.0006356651100278
295,500,500,0.1,98,ols,8.17265253044504e-05
296,500,500,0.1,98,ridge,0.0021551884316811497
297,500,500,0.1,99,lasso,0.0006320477381986987
298,500,500,0.1,99,ols,0.002404958457687849
299,500,500,0.1,99,ridge,0.0034624311711610478
300,500,500,0.1,100,lasso,0.0001816625019584496
301,500,500,0.1,100,ols,-0.0010680691714906997
302,500,500,0.1,100,ridge,0.0006209102892779472
303,500,500,0.1,101,lasso,-0.00042398779960650147
304,500,500,0.1,101,ols,0.0145268508187301
305,500,500,0.1,101,ridge,0.010102795404731208
306,500,500,0.1,102,lasso,0.0004642304788746994
307,500,500,0.1,102,ols,0.010421616570541798
308,500,500,0.1,102,ridge,0.00589564363243765
309,500,500,0.1,103,lasso,-0.00023458075156259587
310,500,500,0.1,103,ols,0.026561483900133395
311,500,500,0.1,103,ridge,0.033994067996909044
312,500,500,0.1,104,lasso,-0.0005344513495086495
313,500,500,0.1,104,ols,0.0040148526030670505
314,500,500,0.1,104,ridge,0.00304755691389395
315,500,500,0.1,105,lasso,0.00153021568979735
316,500,500,0.1,105,ols,0.00761860997730405
317,500,500,0.1,105,ridge,0.013975877071142399
318,500,500,0.1,106,lasso,0.0008282732683887988
319,500,500,0.1,106,ols,0.020951803828872698
320,500,500,0.1,106,ridge,0.01152330830580895
321,500,500,0.1,107,lasso,-0.0001230182083824998
322,500,500,0.1,107,ols,0.0199040569930044
323,500,500,0.1,107,ridge,0.022853115169353
324,500,500,0.1,108,lasso,0.000724959030587775
325,500,500,0.1,108,ols,0.02365970618194605
326,500,500,0.1,108,ridge,0.0223654642208243
327,500,500,0.1,109,lasso,0.0010251340070363002
328,500,500,0.1,109,ols,0.0131825628386514
329,500,500,0.1,109,ridge,0.0141357368066087
330,500,500,0.1,110,lasso,-2.336822586699466e-06
331,500,500,0.1,110,ols,0.022266785213583197
332,500,500,0.1,110,ridge,0.02414351637886955
333,500,500,0.1,111,lasso,6.046761671099811e-06
334,500,500,0.1,111,ols,0.042001743565646454
335,500,500,0.1,111,ridge,0.0413882240875271
336,500,500,0.1,112,lasso,0.0011239773939367998
337,500,500,0.1,112,ols,0.00747250253401935
338,500,500,0.1,112,ridge,0.00787625472155815
339,500,500,0.1,113,lasso,0.0005402002446191498
340,500,500,0.1,113,ols,0.004934088105424699
341,500,500,0.1,113,ridge,0.005497133828366099
342,500,500,0.1,114,lasso,-0.0007761422677684501
343,500,500,0.1,114,ols,0.023672587329480053
344,500,500,0.1,114,ridge,0.016740595831872502
345,500,500,0.1,115,lasso,-0.00018473337838790247
346,500,500,0.1,115,ols,0.11176978392946026
347,500,500,0.1,115,ridge,0.0977940813937885
348,500,500,0.1,116,lasso,0.0005170980714478512
349,500,500,0.1,116,ols,0.0304131644025974
350,500,500,0.1,116,ridge,0.03096105213193805
351,500,500,0.1,117,lasso,0.0002276867678627501
352,500,500,0.1,117,ols,0.00205037044153605
353,500,500,0.1,117,ridge,0.002367290097868299
354,500,500,0.1,118,lasso,0.0008846697212291999
355,500,500,0.1,118,ols,0.16472927069738325
356,500,500,0.1,118,ridge,0.11530566038120474
357,500,500,0.1,119,lasso,0.0001846206338716001
358,500,500,0.1,119,ols,0.004390204748133
359,500,500,0.1,119,ridge,0.0048564311229370005
360,500,500,0.1,120,lasso,0.0009881479358216502
361,500,500,0.1,120,ols,0.0407827854022572
362,500,500,0.1,120,ridge,0.041622778338176
363,500,500,0.1,121,lasso,0.0003745199945006498
364,500,500,0.1,121,ols,0.00882790108969975
365,500,500,0.1,121,ridge,0.0092587846044506
366,500,500,0.1,122,lasso,-0.001064967296729051
367,500,500,0.1,122,ols,0.0033765420829353996
368,500,500,0.1,122,ridge,0.0018551984237003506
369,500,500,0.1,123,lasso,-0.0016092398861959983
370,500,500,0.1,123,ols,0.0929413025935506
371,500,500,0.1,123,ridge,0.07888315943504645
372,500,500,0.1,124,lasso,0.00014421281483417253
373,500,500,0.1,124,ols,0.0012719697678370495
374,500,500,0.1,124,ridge,0.0040471490438054
375,500,500,0.1,125,lasso,0.00036936955756410007
376,500,500,0.1,125,ols,0.0038417039623220503
377,500,500,0.1,125,ridge,0.00530777022916505
378,500,500,0.1,126,lasso,0.00031297379764909936
379,500,500,0.1,126,ols,0.0042565007667147645
380,500,500,0.1,126,ridge,0.0038058604424976
381,500,500,0.1,127,lasso,0.00033834780469465
382,500,500,0.1,127,ols,0.028989548724755752
383,500,500,0.1,127,ridge,0.0229235979859663
384,500,500,0.1,128,lasso,0.00039680353909854975
385,500,500,0.1,128,ols,8.276000025884988e-05
386,500,500,0.1,128,ridge,0.00226461015309
387,500,500,0.1,129,lasso,0.0016663577145567994
388,500,500,0.1,129,ols,0.02026577544000545
389,500,500,0.1,129,ridge,0.0171206809244641
390,500,500,0.1,130,lasso,0.00048454598761795017
391,500,500,0.1,130,ols,0.024368369622870676
392,500,500,0.1,130,ridge,0.026034520705540503
393,500,500,0.1,131,lasso,-0.002112359410787249
394,500,500,0.1,131,ols,-0.0179429984824129
395,500,500,0.1,131,ridge,-0.016429903957960842
396,500,500,0.1,132,lasso,0.0016349334453485999
397,500,500,0.1,132,ols,0.0308530117654998
398,500,500,0.1,132,ridge,0.029849801454344047
399,500,500,0.1,133,lasso,0.00024540662366774905
400,500,500,0.1,133,ols,0.0030755703653920496
401,500,500,0.1,133,ridge,0.0036465465358072003
402,500,500,0.1,134,lasso,-0.003948257307283951
403,500,500,0.1,134,ols,0.057554780723757644
404,500,500,0.1,134,ridge,0.04887241926771255
405,500,500,0.1,135,lasso,0.0007550130217897485
406,500,500,0.1,135,ols,0.004592949256399448
407,500,500,0.1,135,ridge,0.0043497331540063
408,500,500,0.1,136,lasso,-0.0010879289431014012
409,500,500,0.1,136,ols,0.00015827738087619957
410,500,500,0.1,136,ridge,0.00019169433536185077
411,500,500,0.1,137,lasso,0.00049411654668875
412,500,500,0.1,137,ols,0.02493627881984295
413,500,500,0.1,137,ridge,0.0257843428341002
414,500,500,0.1,138,lasso,0.00223632371006615
415,500,500,0.1,138,ols,0.24509116387059837
416,500,500,0.1,138,ridge,0.26159363467930646
417,500,500,0.1,139,lasso,0.001482375138187301
418,500,500,0.1,139,ols,0.0536582870299365
419,500,500,0.1,139,ridge,0.050199421942912395
420,500,500,0.1,140,lasso,0.001318123039468749
421,500,500,0.1,140,ols,0.006645668366352749
422,500,500,0.1,140,ridge,0.006458268862596001
423,500,500,0.1,141,lasso,0.0102754902026174
424,500,500,0.1,141,ols,0.02638026830909715
425,500,500,0.1,141,ridge,0.02798809084298025
426,500,500,0.1,142,lasso,0.0007687357357115052
427,500,500,0.1,142,ols,0.01241084702640095
428,500,500,0.1,142,ridge,0.018683003893189602
429,500,500,0.1,143,lasso,0.00357796708438125
430,500,500,0.1,143,ols,0.02718334909422785
431,500,500,0.1,143,ridge,0.026221706815378252
432,500,500,0.1,144,lasso,0.00087274575350485
433,500,500,0.1,144,ols,0.0328340408141804
434,500,500,0.1,144,ridge,0.034857113772588155
435,500,500,0.1,145,lasso,0.0025065511679415496
436,500,500,0.1,145,ols,-0.00029282566097160083
437,500,500,0.1,145,ridge,0.007371166313524854
438,500,500,0.1,146,lasso,0.0008093821446153015
439,500,500,0.1,146,ols,0.0092076429511668
440,500,500,0.1,146,ridge,0.010438823014163101
441,500,500,0.1,147,lasso,-4.197498728064999e-05
442,500,500,0.1,147,ols,0.0030726963521087503
443,500,500,0.1,147,ridge,0.0032190007416284
444,500,500,0.1,148,lasso,0.0011012415635178999
445,500,500,0.1,148,ols,1.0361470359267297
446,500,500,0.1,148,ridge,0.6771779844420436
447,500,500,0.1,149,lasso,0.0009632965820809002
448,500,500,0.1,149,ols,0.04807417330275075
449,500,500,0.1,149,ridge,0.05173029365496509
450,500,500,0.1,150,lasso,6.180245050194989e-05
451,500,500,0.1,150,ols,0.0030934827111789506
452,500,500,0.1,150,ridge,0.003723933134065349
453,500,500,0.1,151,lasso,0.0011338908451813002
454,500,500,0.1,151,ols,0.024209166174293296
455,500,500,0.1,151,ridge,0.02342420232411985
456,500,500,0.1,152,lasso,-0.006859790805391049
457,500,500,0.1,152,ols,-0.0044910865869761995
458,500,500,0.1,152,ridge,-0.00533357985042975
459,500,500,0.1,153,lasso,0.0026420975507195
460,500,500,0.1,153,ols,0.05019152873127635
461,500,500,0.1,153,ridge,0.038377010586326754
462,500,500,0.1,154,lasso,0.00315978969336735
463,500,500,0.1,154,ols,0.11432741691483245
464,500,500,0.1,154,ridge,0.07962154978694885
465,500,500,0.1,155,lasso,0.0002538445350692487
466,500,500,0.1,155,ols,0.00029435508213370007
467,500,500,0.1,155,ridge,0.0016081049571543002
468,500,500,0.1,156,lasso,0.0012299108958880505
469,500,500,0.1,156,ols,0.004180876964626999
470,500,500,0.1,156,ridge,0.00718449084052275
471,500,500,0.1,157,lasso,0.0006475275214786989
472,500,500,0.1,157,ols,0.032578423275005194
473,500,500,0.1,157,ridge,0.026081440573520853
474,500,500,0.1,158,lasso,0.0003431202524022507
475,500,500,0.1,158,ols,0.008719012977738149
476,500,500,0.1,158,ridge,0.0108899387519921
477,500,500,0.1,159,lasso,-0.00037647461235110007
478,500,500,0.1,159,ols,0.00025600857128945103
479,500,500,0.1,159,ridge,0.0027705938422868514
480,500,500,0.1,160,lasso,0.0035591174303762994
481,500,500,0.1,160,ols,0.2483997822795575
482,500,500,0.1,160,ridge,0.2389742403758859
483,500,500,0.1,161,lasso,0.0013524931075132498
484,500,500,0.1,161,ols,1.317157258842069
485,500,500,0.1,161,ridge,0.7414315127789138
486,500,500,0.1,162,lasso,0.0003486555810624998
487,500,500,0.1,162,ols,-0.00021408836335429964
488,500,500,0.1,162,ridge,-0.001371940624914099
489,500,500,0.1,163,lasso,0.0002448910484009675
490,500,500,0.1,163,ols,0.011873902388224701
491,500,500,0.1,163,ridge,0.0183235075629173
492,500,500,0.1,164,lasso,0.0018501891304179474
493,500,500,0.1,164,ols,0.011626398483936552
494,500,500,0.1,164,ridge,0.0093382518535586
495,500,500,0.1,165,lasso,0.00080615700861965
496,500,500,0.1,165,ols,0.11228643361578236
497,500,500,0.1,165,ridge,0.08221264722390781
498,500,500,0.1,166,lasso,-0.0016887629115957495
499,500,500,0.1,166,ols,0.0057578754406963
500,500,500,0.1,166,ridge,0.004994876317509242
501,500,500,0.1,167,lasso,0.0011116601734000998
502,500,500,0.1,167,ols,0.0422135798283855
503,500,500,0.1,167,ridge,0.02226142536096675
504,500,500,0.1,168,lasso,3.5738002906849893e-05
505,500,500,0.1,168,ols,0.0061208131438867455
506,500,500,0.1,168,ridge,0.0091196250759291
507,500,500,0.1,169,lasso,-9.0909175434601e-05
508,500,500,0.1,169,ols,0.0188296882241532
509,500,500,0.1,169,ridge,0.013829555954854801
510,500,500,0.1,170,lasso,0.0012812074827589005
511,500,500,0.1,170,ols,0.052736509685069
512,500,500,0.1,170,ridge,0.046607160507891154
513,500,500,0.1,171,lasso,0.00029311303661574994
514,500,500,0.1,171,ols,1.3205605736914623
515,500,500,0.1,171,ridge,0.8709228608803836
516,500,500,0.1,172,lasso,0.00042666317705229956
517,500,500,0.1,172,ols,0.0087639595540272
518,500,500,0.1,172,ridge,0.0088529750803154
519,500,500,0.1,173,lasso,0.00204744871057505
520,500,500,0.1,173,ols,0.029191990350256148
521,500,500,0.1,173,ridge,0.0425137365237945
522,500,500,0.1,174,lasso,0.0007960871543550001
523,500,500,0.1,174,ols,0.013787430441373
524,500,500,0.1,174,ridge,0.0094382433391118
525,500,500,0.1,175,lasso,0.00031456906709380014
526,500,500,0.1,175,ols,0.012932862668575951
527,500,500,0.1,175,ridge,0.011950307704454504
528,500,500,0.1,176,lasso,0.0002692718930619501
529,500,500,0.1,176,ols,0.024404301607906
530,500,500,0.1,176,ridge,0.013123873657182948
531,500,500,0.1,177,lasso,0.0009921409762195504
532,500,500,0.1,177,ols,0.1559362706952303
533,500,500,0.1,177,ridge,0.1324678462242524
534,500,500,0.1,178,lasso,0.0006133015506449499
535,500,500,0.1,178,ols,0.016725107344579
536,500,500,0.1,178,ridge,0.01917864071324485
537,500,500,0.1,179,lasso,4.567920388406774e-05
538,500,500,0.1,179,ols,0.010050800115347251
539,500,500,0.1,179,ridge,0.00852051252393335
540,500,500,0.1,180,lasso,-0.0010987287353414516
541,500,500,0.1,180,ols,0.052307252742739244
542,500,500,0.1,180,ridge,0.04546895000134035
543,500,500,0.1,181,lasso,0.0005519121448432499
544,500,500,0.1,181,ols,-0.0011125968069917499
545,500,500,0.1,181,ridge,0.0065529516383334005
546,500,500,0.1,182,lasso,0.0010810876822119997
547,500,500,0.1,182,ols,0.018109944181595602
548,500,500,0.1,182,ridge,0.02147237466017055
549,500,500,0.1,183,lasso,0.0012247033232076002
550,500,500,0.1,183,ols,0.00772881991789325
551,500,500,0.1,183,ridge,0.008273713567052348
552,500,500,0.1,184,lasso,-0.0001320963298866002
553,500,500,0.1,184,ols,0.00016906604870485032
554,500,500,0.1,184,ridge,-0.0002024565761723498
555,500,500,0.1,185,lasso,0.00157397422051175
